url;image;inventoryNumber;description;date;dating;place;otherNames;material;technique;team;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=110&fraza=&idx=7ff3d745;"http://www.bibliotekadzisiaj.pl/mlij/foto/1518_00_040.jpg";M?J-XVI 1518 / 00 / 040; kpt. Colbern z USA, skok przez "kwadro-barre" , III Wy?szy Kurs Instruktorów Jazdy Konnej [trwa? od 15.10.1932]; wiosna-lato 1933;1933-03-01 - 1933-08-12; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; IX Kurs Instruktorów Jazdy Konnej, III Wy?szy Kurs Instruktorów Jazdy Konnej;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=111&fraza=&idx=3297cc93;"http://www.bibliotekadzisiaj.pl/mlij/foto/1518_00_041.jpg";M?J-XVI 1518 / 00 / 041; kpt. Colbern z USA, skok przez niski szeroki double-barre z p?otków, III Wy?szy Kurs Instruktorów Jazdy Konnej [trwa? od 15.10.1932]; wiosna-lato 1933;1933-03-01 - 1933-08-12; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; IX Kurs Instruktorów Jazdy Konnej, III Wy?szy Kurs Instruktorów Jazdy Konnej;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=112&fraza=&idx=094b3ade;"http://www.bibliotekadzisiaj.pl/mlij/foto/1518_00_042.jpg";M?J-XVI 1518 / 00 / 042; por. Janusz Komorowski 1 p.u., skok przez okser z malowniczo wygi?tych dr?gów, na potniku nr 16; wiosna-jesie? 1933;1933-03-01 - 1933-10-31; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; IX Kurs Instruktorów Jazdy Konnej, III Wy?szy Kurs Instruktorów Jazdy Konnej;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=113&fraza=&idx=a9980f5d;"http://www.bibliotekadzisiaj.pl/mlij/foto/1518_00_043.jpg";M?J-XVI 1518 / 00 / 043; por. Janusz Komorowski 1 p.u., skok przez piramidk?, na potniku nr 14; wiosna-jesie? 1933;1933-03-01 - 1933-10-31; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; IX Kurs Instruktorów Jazdy Konnej, III Wy?szy Kurs Instruktorów Jazdy Konnej;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=113&fraza=&idx=a9980f5d;"http://www.bibliotekadzisiaj.pl/mlij/foto/1518_00_043.jpg";M?J-XVI 1518 / 00 / 043; por. Janusz Komorowski 1 p.u., skok przez piramidk?, na potniku nr 14; wiosna-jesie? 1933;1933-03-01 - 1933-10-31; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; IX Kurs Instruktorów Jazdy Konnej, III Wy?szy Kurs Instruktorów Jazdy Konnej;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=113&fraza=&idx=a9980f5d;"http://www.bibliotekadzisiaj.pl/mlij/foto/1518_00_043.jpg";M?J-XVI 1518 / 00 / 043; por. Janusz Komorowski 1 p.u., skok przez piramidk?, na potniku nr 14; wiosna-jesie? 1933;1933-03-01 - 1933-10-31; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; IX Kurs Instruktorów Jazdy Konnej, III Wy?szy Kurs Instruktorów Jazdy Konnej;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=114&fraza=&idx=9244f910;"http://www.bibliotekadzisiaj.pl/mlij/foto/1518_00_044.jpg";M?J-XVI 1518 / 00 / 044; por. Janusz Komorowski 1 p.u., skok przez okser - przeszkoda nr 10, na potniku niewidoczny numer; wiosna-jesie? 1933;1933-03-01 - 1933-10-31; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; IX Kurs Instruktorów Jazdy Konnej, III Wy?szy Kurs Instruktorów Jazdy Konnej;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=115&fraza=&idx=bb8facc8;"http://www.bibliotekadzisiaj.pl/mlij/foto/1518_00_045.jpg";M?J-XVI 1518 / 00 / 045; por. Janusz Komorowski 1 p.u., skok przez hyrd? ze stacjonat?, na potniku nr 14 - faza l?dowania; wiosna-jesie? 1933;1933-03-01 - 1933-10-31; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; IX Kurs Instruktorów Jazdy Konnej, III Wy?szy Kurs Instruktorów Jazdy Konnej;papier fotograficzny, pó?matowy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=116&fraza=&idx=80535a85;"http://www.bibliotekadzisiaj.pl/mlij/foto/1518_00_046.jpg";M?J-XVI 1518 / 00 / 046; por. Janusz Komorowski 1 p.u., skok przez brzozowy p?otek przy w?oskiej górce, na potniku nr 17; wiosna-jesie? 1933;1933-03-01 - 1933-10-31; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; IX Kurs Instruktorów Jazdy Konnej, III Wy?szy Kurs Instruktorów Jazdy Konnej;papier fotograficzny, pó?matowy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=117&fraza=&idx=cd374153;"http://www.bibliotekadzisiaj.pl/mlij/foto/1518_00_047.jpg";M?J-XVI 1518 / 00 / 047; por. Henryk G?secki 13 D.A.K., skok przez okser z malowniczo wygi?tych dr?gów, na potniku nr 12; wiosna-jesie? 1933;1933-03-01 - 1933-10-31; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; III Wy?szy Kurs Instruktorów Jazdy Konnej;papier fotograficzny, pó?matowy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=118&fraza=&idx=f6ebb71e;"http://www.bibliotekadzisiaj.pl/mlij/foto/1518_00_048.jpg";M?J-XVI 1518 / 00 / 048; por. Henryk G?secki 13 D.A.K., skok przez "kwadro-barre"; wiosna-jesie? 1933;1933-03-01 - 1933-10-31; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; III Wy?szy Kurs Instruktorów Jazdy Konnej;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=119&fraza=&idx=e0e2b6fb;"http://www.bibliotekadzisiaj.pl/mlij/foto/1518_00_049.jpg";M?J-XVI 1518 / 00 / 049; por. Henryk G?secki 13 D.A.K., skok przez "kwadro-barre"; wiosna-jesie? 1933;1933-03-01 - 1933-10-31; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; III Wy?szy Kurs Instruktorów Jazdy Konnej;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=120&fraza=&idx=db3e40b6;"http://www.bibliotekadzisiaj.pl/mlij/foto/1518_00_050.jpg";M?J-XVI 1518 / 00 / 050; por. Henryk G?secki 13 D.A.K., skok przez mur, na potniku nr 12; wiosna-jesie? 1933;1933-03-01 - 1933-10-31; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; III Wy?szy Kurs Instruktorów Jazdy Konnej;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=121&fraza=&idx=965a5b60;"http://www.bibliotekadzisiaj.pl/mlij/foto/1518_00_051.jpg";M?J-XVI 1518 / 00 / 051; por. Jan Mickunas 4 D.A.K., skok przez mur, na potniku nr 21; wiosna-jesie? 1933;1933-03-01 - 1933-10-31; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; III Wy?szy Kurs Instruktorów Jazdy Konnej;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=121&fraza=&idx=965a5b60;"http://www.bibliotekadzisiaj.pl/mlij/foto/1518_00_051.jpg";M?J-XVI 1518 / 00 / 051; por. Jan Mickunas 4 D.A.K., skok przez mur, na potniku nr 21; wiosna-jesie? 1933;1933-03-01 - 1933-10-31; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; III Wy?szy Kurs Instruktorów Jazdy Konnej;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=121&fraza=&idx=965a5b60;"http://www.bibliotekadzisiaj.pl/mlij/foto/1518_00_051.jpg";M?J-XVI 1518 / 00 / 051; por. Jan Mickunas 4 D.A.K., skok przez mur, na potniku nr 21; wiosna-jesie? 1933;1933-03-01 - 1933-10-31; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; III Wy?szy Kurs Instruktorów Jazdy Konnej;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=122&fraza=&idx=ad86ad2d;"http://www.bibliotekadzisiaj.pl/mlij/foto/1518_00_052.jpg";M?J-XVI 1518 / 00 / 052; por. Jan Mickunas 4 D.A.K., skok przez "kwadro-barre"; wiosna-jesie? 1933;1933-03-01 - 1933-10-31; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; III Wy?szy Kurs Instruktorów Jazdy Konnej;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=123&fraza=&idx=0d5598ae;"http://www.bibliotekadzisiaj.pl/mlij/foto/1518_00_053.jpg";M?J-XVI 1518 / 00 / 053; por. Jan Mickunas 4 D.A.K., skok przez mur; wiosna-jesie? 1933;1933-03-01 - 1933-10-31; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; III Wy?szy Kurs Instruktorów Jazdy Konnej;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=124&fraza=&idx=36896ee3;"http://www.bibliotekadzisiaj.pl/mlij/foto/1518_00_054.jpg";M?J-XVI 1518 / 00 / 054; por. Jan Mickunas 4 D.A.K., skok przez mur; wiosna-jesie? 1933;1933-03-01 - 1933-10-31; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; III Wy?szy Kurs Instruktorów Jazdy Konnej;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=125&fraza=&idx=8ce93099;"http://www.bibliotekadzisiaj.pl/mlij/foto/1518_00_055.jpg";M?J-XVI 1518 / 00 / 055; por. Jan Mickunas 4 D.A.K., skok przez okser, na potniku nr 21; wiosna-jesie? 1933;1933-03-01 - 1933-10-31; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; III Wy?szy Kurs Instruktorów Jazdy Konnej;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=126&fraza=&idx=b735c6d4;"http://www.bibliotekadzisiaj.pl/mlij/foto/1518_00_056.jpg";M?J-XVI 1518 / 00 / 056; dwóch je?d?ców w mundurach pokonuje przeszkod? terenow? - mur z ?ywop?otem; wiosna-jesie? 1933;1933-03-01 - 1933-10-31; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; [organizator?] Pomorskie Towarzystwo Zach?ty do Hodowli Koni;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=127&fraza=&idx=fa51dd02;"http://www.bibliotekadzisiaj.pl/mlij/foto/1518_00_057.jpg";M?J-XVI 1518 / 00 / 057; trzech je?d?ców w mundurach galopuje przez rozleg?? ??k?; wiosna-jesie? 1933;1933-03-01 - 1933-10-31; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; [organizator?] Pomorskie Towarzystwo Zach?ty do Hodowli Koni;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=128&fraza=&idx=c18d2b4f;"http://www.bibliotekadzisiaj.pl/mlij/foto/1518_00_058.jpg";M?J-XVI 1518 / 00 / 058; dwóch je?d?ców w mundurach: jeden w skoku, drugi podczas najazdu na terenow? stacjonat?; wiosna-jesie? 1933;1933-03-01 - 1933-10-31; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; [organizator?] Pomorskie Towarzystwo Zach?ty do Hodowli Koni;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=129&fraza=&idx=d7842aaa;"http://www.bibliotekadzisiaj.pl/mlij/foto/1518_00_059.jpg";M?J-XVI 1518 / 00 / 059; dwóch je?d?ców w mundurach: pokonuj? przeszkod? terenow? - ?ywop?ot; wiosna-jesie? 1933;1933-03-01 - 1933-10-31; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; [organizator?] Pomorskie Towarzystwo Zach?ty do Hodowli Koni;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=129&fraza=&idx=d7842aaa;"http://www.bibliotekadzisiaj.pl/mlij/foto/1518_00_059.jpg";M?J-XVI 1518 / 00 / 059; dwóch je?d?ców w mundurach: pokonuj? przeszkod? terenow? - ?ywop?ot; wiosna-jesie? 1933;1933-03-01 - 1933-10-31; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; [organizator?] Pomorskie Towarzystwo Zach?ty do Hodowli Koni;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=129&fraza=&idx=d7842aaa;"http://www.bibliotekadzisiaj.pl/mlij/foto/1518_00_059.jpg";M?J-XVI 1518 / 00 / 059; dwóch je?d?ców w mundurach: pokonuj? przeszkod? terenow? - ?ywop?ot; wiosna-jesie? 1933;1933-03-01 - 1933-10-31; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; [organizator?] Pomorskie Towarzystwo Zach?ty do Hodowli Koni;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=130&fraza=&idx=ec58dce7;"http://www.bibliotekadzisiaj.pl/mlij/foto/1518_00_060.jpg";M?J-XVI 1518 / 00 / 060; trzech je?d?ców w mundurach galopuje przez rozleg?? ??k?; wiosna-jesie? 1933;1933-03-01 - 1933-10-31; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; [organizator?] Pomorskie Towarzystwo Zach?ty do Hodowli Koni;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=131&fraza=&idx=a13cc731;"http://www.bibliotekadzisiaj.pl/mlij/foto/1518_00_061.jpg";M?J-XVI 1518 / 00 / 061; trzech je?d?ców w mundurach galopuje przez rozleg?? ??k?; wiosna-jesie? 1933;1933-03-01 - 1933-10-31; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; [organizator?] Pomorskie Towarzystwo Zach?ty do Hodowli Koni;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=132&fraza=&idx=9ae0317c;"http://www.bibliotekadzisiaj.pl/mlij/foto/1518_00_062.jpg";M?J-XVI 1518 / 00 / 062; kilka osób stoi na rozleg?ej ??ce, na pierwszym planie 2 oficerów i cywil - wszyscy w p?aszczach; wiosna-jesie? 1933;1933-03-01 - 1933-10-31; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; [organizator?] Pomorskie Towarzystwo Zach?ty do Hodowli Koni;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=133&fraza=&idx=3a3304ff;"http://www.bibliotekadzisiaj.pl/mlij/foto/1518_00_063.jpg";M?J-XVI 1518 / 00 / 063; kilkana?cie osób stoi na rozleg?ej ??ce, w g??bi przeszkody terenowe, wojskowi, cywil, panie; wiosna-jesie? 1933;1933-03-01 - 1933-10-31; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; [organizator?] Pomorskie Towarzystwo Zach?ty do Hodowli Koni;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=134&fraza=&idx=01eff2b2;"http://www.bibliotekadzisiaj.pl/mlij/foto/1518_00_064.jpg";M?J-XVI 1518 / 00 / 064; du?a grupa osób (wojskowi, cywile, dzieci) stoi na ??ce, na pierwszym planie pu?kownik(?) wr?cza trzem kawalerzystom (porucznicy?) wst?gi honorowe; wiosna-jesie? 1933;1933-03-01 - 1933-10-31; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; [organizator?] Pomorskie Towarzystwo Zach?ty do Hodowli Koni;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=135&fraza=&idx=2824a76a;"http://www.bibliotekadzisiaj.pl/mlij/foto/1518_00_065.jpg";M?J-XVI 1518 / 00 / 065; je?dziec w mundurze (szwole?er?) pokonuje przeszkod? terenow? - ?ywop?ot; wiosna-jesie? 1933;1933-03-01 - 1933-10-31; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; [organizator?] Pomorskie Towarzystwo Zach?ty do Hodowli Koni;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=136&fraza=&idx=13f85127;"http://www.bibliotekadzisiaj.pl/mlij/foto/1518_00_066.jpg";M?J-XVI 1518 / 00 / 066; trzech je?d?ców w mundurach galopuje przez rozleg?? ??k?; wiosna-jesie? 1933;1933-03-01 - 1933-10-31; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; [organizator?] Pomorskie Towarzystwo Zach?ty do Hodowli Koni;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=137&fraza=&idx=5e9c4af1;"http://www.bibliotekadzisiaj.pl/mlij/foto/1518_00_067.jpg";M?J-XVI 1518 / 00 / 067; je?dziec w mundurze pokonuje przeszkod? terenow? - ?ywop?ot; wiosna-jesie? 1933;1933-03-01 - 1933-10-31; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; [organizator?] Pomorskie Towarzystwo Zach?ty do Hodowli Koni;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=137&fraza=&idx=5e9c4af1;"http://www.bibliotekadzisiaj.pl/mlij/foto/1518_00_067.jpg";M?J-XVI 1518 / 00 / 067; je?dziec w mundurze pokonuje przeszkod? terenow? - ?ywop?ot; wiosna-jesie? 1933;1933-03-01 - 1933-10-31; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; [organizator?] Pomorskie Towarzystwo Zach?ty do Hodowli Koni;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=137&fraza=&idx=5e9c4af1;"http://www.bibliotekadzisiaj.pl/mlij/foto/1518_00_067.jpg";M?J-XVI 1518 / 00 / 067; je?dziec w mundurze pokonuje przeszkod? terenow? - ?ywop?ot; wiosna-jesie? 1933;1933-03-01 - 1933-10-31; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; [organizator?] Pomorskie Towarzystwo Zach?ty do Hodowli Koni;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=138&fraza=&idx=6540bcbc;"http://www.bibliotekadzisiaj.pl/mlij/foto/1518_00_068.jpg";M?J-XVI 1518 / 00 / 068; 2 je?d?ców w mundurach na przeszkodzie terenowej - ?ywop?ocie: jeden ko? w fazie odbicia, drugi l?dowania; wiosna-jesie? 1933;1933-03-01 - 1933-10-31; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; [organizator?] Pomorskie Towarzystwo Zach?ty do Hodowli Koni;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=139&fraza=&idx=7349bd59;"http://www.bibliotekadzisiaj.pl/mlij/foto/1518_00_069.jpg";M?J-XVI 1518 / 00 / 069; 2 je?d?ców w mundurach na przeszkodzie terenowej - ?ywop?ocie: jeden ko? w fazie odbicia, drugi l?dowania; wiosna-jesie? 1933;1933-03-01 - 1933-10-31; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; [organizator?] Pomorskie Towarzystwo Zach?ty do Hodowli Koni;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=140&fraza=&idx=48954b14;"http://www.bibliotekadzisiaj.pl/mlij/foto/1518_00_070.jpg";M?J-XVI 1518 / 00 / 070; dwóch je?d?ców w mundurach pokonuje przeszkod? terenow? - mur z ?ywop?otem - jeden ko? nad przeszkod?, drugi l?duje; wiosna-jesie? 1933;1933-03-01 - 1933-10-31; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; [organizator?] Pomorskie Towarzystwo Zach?ty do Hodowli Koni;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=141&fraza=&idx=05f150c2;"http://www.bibliotekadzisiaj.pl/mlij/foto/1518_00_071.jpg";M?J-XVI 1518 / 00 / 071; grupa osób stoi na rozleg?ej ??ce: 4 panie, cywil i wojskowi; wiosna-jesie? 1933;1933-03-01 - 1933-10-31; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; [organizator?] Pomorskie Towarzystwo Zach?ty do Hodowli Koni;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=142&fraza=&idx=3e2da68f;"http://www.bibliotekadzisiaj.pl/mlij/foto/1518_00_072.jpg";M?J-XVI 1518 / 00 / 072; grupa osób stoi na trawie: 3 panie, cywili 2 oficerów; wiosna-jesie? 1933;1933-03-01 - 1933-10-31; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; [organizator?] Pomorskie Towarzystwo Zach?ty do Hodowli Koni;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=143&fraza=&idx=9efe930c;"http://www.bibliotekadzisiaj.pl/mlij/foto/1518_00_073.jpg";M?J-XVI 1518 / 00 / 073; grupa osób stoi na rozleg?ej ??ce: 4 panie, 5 wojskowych; wiosna-jesie? 1933;1933-03-01 - 1933-10-31; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii]; [organizator?] Pomorskie Towarzystwo Zach?ty do Hodowli Koni;papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=144&fraza=&idx=a5226541;"http://www.bibliotekadzisiaj.pl/mlij/foto/1518_00_074.jpg";M?J-XVI 1518 / 00 / 074; ma?a dziewczynka w krótkiej sukience z klacz? w og?owiu, na ?rodku wielkiego placu, w g??bi zabudowania; wiosna-jesie? 1933;1933-03-01 - 1933-10-31; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii];papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
http://www.bibliotekadzisiaj.pl/mlij/index.php?sel=145&fraza=&idx=d954932e;"http://www.bibliotekadzisiaj.pl/mlij/foto/1518_00_075.jpg";M?J-XVI 1518 / 00 / 075; ma?a dziewczynka w jasnym ubranku z rotmistrzem Edmundem Kuchcickim trzymaj?cym dwa konie w og?owiach, przed nimi ma?y pies - na placu mi?dzy zabudowaniami; wiosna-jesie? 1933;1933-03-01 - 1933-10-31; Polska, Grudzi?dz, C.W.K. [Centrum Wyszkolenia Kawalerii];papier fotograficzny, b?yszcz?cy;odbitka ?elatynowo-sreowa DOP, czarno-bia?a;album rodziny Nieniewskich;
